id,drug_id,description
5102,1077,Take on an empty stomach.
5105,1077,Take with a full glass of water.
1289,1079,"Take before a meal. To increase absorption, take 30 minutes before a meal."
6522,1080,Take with or without food.
6525,1080,Take with plain water. Only mix vigabatrin oral solution powder with plain water.
2192,1081,Avoid alcohol.
4121,1081,Take with food.
4295,1083,Take with food. Take with meals or up to 1 hour after a meal. Doses may be skipped for missed meals or fat-free meals.
6528,1085,Take with or without food. The Cmax of pilocarpine is slightly reduced when taken with food.
3812,1087,Take with food. Food decreases irritation.
9442,1088,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Taking iloprost with anticoagulant/antiplatelet herbs may increase the risk of bleeding occurring as an adverse effect. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
4403,1095,Take with or without food. Should be taken consistently in regards to meals.
4709,1097,Take with or without food. The absorption is unaffected by food.
5793,1098,Take with or without food. Co-administration with food does not affect absorption.
2813,1100,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 and, therefore, may increase pimozide serum levels."
8732,1100,Exercise caution with St. John's Wort.
5345,1101,Take with food. Take within 30 minutes of the end of breakfast and dinner.
2972,1104,Avoid St. John's Wort.
5835,1104,Take with or without food.
4844,1107,Take with or without food. The absorption is unaffected by food.
1922,1109,Administer calcium supplement. This drug decreases calcium levels.
5309,1109,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
3830,1112,Take with food. Food increases absorption.
2474,1114,Avoid alcohol.
4226,1114,Take with food.
2702,1115,Avoid excessive or chronic alcohol consumption.
1534,1115,"Avoid grapefruit products. Grapefruit down-regulates post-translational expression of CYP3A4, the major metabolizing enzyme of nifedipine. Grapefruit, in all forms (e.g. whole fruit, juice and rind), can significantly increase serum levels of nifedipine and may cause toxicity. Avoid grapefruit products while on this medication."
2885,1115,Avoid natural licorice.
4451,1115,Take with or without food.
5249,1117,Take with food. Administration with a meal significantly enhances bioavailability.
2804,1118,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of amiodarone."
8675,1118,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of amiodarone. Therefore it may reduce the serum concentration and effectiveness of amiodarone.
4835,1118,Take with or without food. The absorption is unaffected by food.
2360,1120,Avoid alcohol.
5054,1120,Take with or without food. Consistent food intake reduces the risk of hypoglycemia.
4400,1121,Take with or without food. Co-administration with food may reduce gastrointestinal upset.
6531,1124,"Avoid alcohol. Ingesting alcohol may precipitate a disulfiram-like reaction (flushing, nausea), or hypoglycemia."
6534,1124,Take with or without food.
4706,1126,Take with or without food. The absorption is unaffected by food.
1687,1128,Take at the same time every day.
681,1128,Take with or without food. Food does not significantly affect absorption.
5069,1129,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent."
4247,1131,Take with food.
5072,1132,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent."
7176,1133,Take at least 2 hours before or after calcium supplements.
1336,1133,Take on an empty stomach. Take at least 2 hours before or after meals.
3344,1133,Take separate from antacids. Take at least 2 hours before or after antacids. The bioavailability of this medication is significantly reduced when administered with aluminum or magnesium containing antacids.
3701,1133,Take with a full glass of water.
4040,1136,Take with food. Food slows the absorption and reduces the incidence of adverse effects.
1567,1137,Take with or without food. Food slightly alters kinetics but not to any clinically significant extent.
6537,1138,Take with food.
4955,1140,Take with or without food. Administration with food may be helpful in diminishing potential gastrointestinal complaints occasionally associated with oral cephalosporin therapy.
2204,1142,Avoid alcohol. Co-administration may enhance CNS adverse effects such as drowsiness and sedation.
2954,1142,Avoid St. John's Wort. Co-administration may lead to decreased serum concentrations of doxepin.
6540,1144,"Increase consumption of potassium-rich foods. Diclofenamide may cause hypokalemia, therefore consuming more potassium-rich foods may help prevent hypokalemia."
3554,1147,Take on an empty stomach. Orally administered cloxacillin should be taken 1-2 hours prior to meals as the presence of food in the stomach and intestine reduces drug absorption.
4781,1148,Take with or without food. The absorption is unaffected by food.
2420,1149,Avoid alcohol.
5375,1149,Take at the same time every day.
5378,1149,Take with or without food.
4979,1150,Take with or without food. The absorption is unaffected by food.
2150,1151,Avoid alcohol.
3227,1151,Limit caffeine intake.
823,1151,Take with food. Food reduces irritation.
4883,1155,Take with or without food. The absorption is unaffected by food.
2084,1156,Avoid alcohol. Co-administration with alcohol may result in neuropsychiatric adverse effects and potentiation of CNS depressant effects.
4604,1156,Take with or without food. Co-administration with food does not significantly affect pharmacokinetics.
5697,1162,Take with or without food. A meal does not significantly affect the extent of absorption but delays Tmax by 40 minutes.
3206,1165,Limit caffeine intake.
4874,1165,Take with or without food. The absorption is unaffected by food.
2798,1166,Avoid grapefruit products.
3533,1166,Take on an empty stomach. A high fat meal will increase absorption.
2741,1167,Avoid grapefruit products.
385,1167,"Avoid multivalent ions. Calcium, iron, and aluminum containing products taken up to 2 hours before and 6 hours after administration can decrease drug concentrations."
4157,1167,Take with food.
6543,1168,"Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of procarbazine and may precipitate a disulfiram-like-reaction (nausea, flushing)."
6546,1168,"Avoid tyramine-containing foods and supplements. Foods that contain tyramine include yogurt, aged cheese, ripe bananas, wine, and sourdough bread."
4910,1170,Take with or without food. The absorption is unaffected by food.
5110,1171,Avoid excessive or chronic alcohol consumption.
5113,1171,"Avoid tyramine-containing foods and supplements. Avoid excess consumption (<100mg) of tyramine. Food that contains tyramine includes yogurt, aged cheese, ripe bananas, wine, and sourdough bread."
5116,1171,Take after a meal.
2549,1173,Avoid alcohol.
1754,1173,Take with or without food. Food does not significantly affect absorption.
1940,1174,Administer vitamin supplements.
2159,1174,Avoid alcohol.
3275,1174,Limit caffeine intake.
3527,1174,Take on an empty stomach. Taking this medication on an empty stomach increases the speed of absorption.
10235,1175,Avoid alcohol. The combined use of alcohol with psychotropic medications should be avoided.
4730,1175,Take with or without food. The absorption is unaffected by food.
2348,1176,Avoid alcohol.
4640,1176,Take with or without food. The absorption is unaffected by food.
6552,1181,Avoid alcohol. Ingesting alcohol may worsen nausea and vomiting caused by ifosfamide.
6549,1181,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ifosfamide to its active metabolite, therefore reducing its efficacy."
8987,1181,"Exercise caution with St. John's Wort. Close monitoring is warranted as this herb induces the CYP3A4 metabolism of ifosfamide to its alkylating active metabolites, including, chloroacetaldehyde, a nephrotoxic and neurotoxic metabolite."
2819,1182,Avoid grapefruit products.
4325,1182,Take with or without food. Take consistently at the same time in regard to meals.
6555,1183,"Take separate from meals. When formulated as a buccal film or sublingual form, avoid eating or drinking until the film has completely dissolved."
3452,1184,Take before a meal. Take 15-30 minutes before meals.
4154,1185,Take with food.
6201,1186,Take with or without food.
1570,1190,Take with a full glass of water. Clindamycin may cause esophageal irritation if the dosage form becomes lodged.
1573,1190,Take with or without food. Food does not appreciably alter the absorption of clindamycin.
4298,1191,Take with food.
6561,1192,Avoid alcohol. Ingesting alcohol has unpredictable effects on the pharmacokinetics of oxymorphone. Alcohol may also potentiate the CNS depressant effects of oxymorphone.
6558,1192,Take on an empty stomach. Take oxymorphone at least one hour before or two hours after eating as food may increase the absorption of oxymorphone.
