synonym,drug_id,score,language,coder,source
Arbutamina,1102,good,spanish,inn,ChemIDplus
Arbutamine,1102,good,english,inn,UNII
Arbutaminum,1102,good,latin,inn,ChEBI
2-methoxy-6-chloro-9-diethylaminopentylaminoacridine,1103,good,english,,ChEBI
3-chloro-7-methoxy-9-(1-methyl-4-diethylaminobutylamino)acridine,1103,good,english,,ChEBI
6-chloro-9-((4-(diethylamino)-1-methylbutyl)amino)-2-methoxyacridine,1103,good,english,,ChEBI
Mepacrine,1103,good,english,inn,ChEBI (ChemIDplus)
"N4-(6-chloro-2-methoxy-9-acridinyl)-N1,N1-diethyl-1,4-pentanediamine",1103,good,english,,ChEBI
(+)-Sertraline,1104,good,english,,ChEBI
"(1S-cis)-1,2,3,4-tetrahydro-4-(3,4-dichlorophenyl)-N-methyl-1-naphthalenamine",1104,good,english,,ChEBI
"(1S,4S)-sertraline",1104,good,english,,ChEBI
cis-(+)-sertraline,1104,good,english,,ChEBI
Sertralina,1104,good,spanish,inn,
Sertraline,1104,good,english,inn,ChEBI
Sertralinum,1104,good,latin,inn,
Sibutramina,1105,good,spanish,,
Sibutramine,1105,good,english,inn/ban,UNII
Sibutraminum,1105,good,latin,,
Levocabastina,1106,good,spanish,inn,
Levocabastine,1106,good,english,inn/ban,
Levocabastinum,1106,good,latin,,
Methyprylon,1107,good,english,inn/ban/jan/usan,UNII
Methyprylone,1107,good,french,inn,
Methyprylonum,1107,good,latin,inn,
Metiprilon,1107,good,english,,
Metiprilona,1107,good,spanish,inn,
Metiprilone,1107,good,english,,
Trilostane,1108,good,english,inn/jan/usan,UNII
Trilostano,1108,good,spanish,inn,ChEBI
Trilostanum,1108,good,latin,inn,ChEBI
Eparina,1109,good,italian,dcit,
Heparina,1109,good,spanish,inn,ChemIDplus
Heparine,1109,good,french,inn,
Heparinic acid,1109,good,english,,ChEBI (ChemIDplus)
Heparinum,1109,good,latin,inn,
Unfractionated heparin,1109,good,english,,
"1-(2,4-Dichloro-beta-((2,4-dichlorobenzyl)oxy)phenethyl)imidazole",1110,good,english,,
"1-[2-(2,4-Dichloro-benzyloxy)-2-(2,4-dichloro-phenyl)-ethyl]-1H-imidazole",1110,good,english,,
Miconazol,1110,good,spanish,inn,
Miconazole,1110,good,english,inn/jan/usp,UNII
Miconazolum,1110,good,latin,inn,
Colistin methanesulfonic acid,1111,good,english,,
Colistin sulfomethate,1111,good,english,,
Colistinmethanesulfonic acid,1111,good,english,,
"(6R,7R)-3-[(carbamoyloxy)methyl]-7-{[(2Z)-2-furan-2-yl-2-(methoxyimino)acetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",1112,good,english,,ChEBI
Cefuroxim,1112,good,english,,ChEBI
Cefuroxima,1112,good,spanish,,
Cefuroxime,1112,good,english,inn/ban/usan/usp,ChEBI (KEGG COMPOUND)
Cefuroximo,1112,good,spanish,inn,
Cefuroximum,1112,good,latin,inn,
Cephuroxime,1112,good,english,,ChEBI
Papaverina,1113,good,italian,,
Papaverine,1113,good,english,ban,
1-(p-chlorophenyl)-1-(2-pyridyl)-3-dimethylaminopropane,1114,good,english,,
"1-(p-chlorophenyl)-1-(2-pyridyl)-3-N,N-dimethylpropylamine",1114,good,english,,ChEBI
2-[p-chloro-α-[2-(dimethylamino)ethyl]benzyl]pyridine,1114,good,english,,
"3-(p-chlorophenyl)-3-(2-pyridyl)-N,N-dimethylpropylamine",1114,good,english,,ChEBI
Chlorophenylpyridamine,1114,good,english,,ChEBI (ChemIDplus)
Chlorphenamin,1114,good,german,,
Chlorphenamine,1114,good,english,inn,
Chlorphenaminum,1114,good,latin,,ChEBI
Chlorpheniramine,1114,good,english,usan,
Chlorpheniramine polistirex,1114,good,english,,
Chlorpheniraminum,1114,good,latin,,ChEBI
Clorfenamina,1114,good,spanish,,ChEBI
Clorfeniramina,1114,good,spanish,,ChEBI (ChemIDplus)
"γ-(4-chlorophenyl)-N,N-dimethyl-2-pyridinepropanamine",1114,good,english,,
γ-(4-chlorophenyl)-γ-(2-pyridyl)propyldimethylamine,1114,good,english,,
"4-(2'-Nitrophenyl)-2,6-dimethyl-1,4-dihydropyridin-3,5-dicarbonsäuredimethylester",1115,good,german,,ChEBI
Nifedipine,1115,good,english,inn/jan/usan/usp,ChEBI
Nifedipino,1115,good,spanish,inn,ChemIDplus
Nifedipinum,1115,good,latin,inn,ChEBI
Thimethaphan,1116,good,english,,
Trimetaphan,1116,good,english,,ChEBI (ChemIDplus)
Trimetaphanum,1116,good,english,,ChEBI (ChemIDplus)
"2-(trans-4-(p-Chlorophenyl)cyclohexyl)-3-hydroxy-1,4-naphthoquinone",1117,good,english,iupac,ChEBI
Atovacuona,1117,good,spanish,,
Atovaquone,1117,good,english,inn/jan/usan/usp,UNII
"2-Butyl-3-(3,5-diiodo-4-(2-diethylaminoethoxy)benzoyl)benzofuran",1118,good,english,,ChEBI
"2-Butyl-3-benzofuranyl 4-(2-(diethylamino)ethoxy)-3,5-diiodophenyl ketone",1118,good,english,,ChEBI
"2-n-Butyl-3',5'-diiodo-4'-N-diethylaminoethoxy-3-benzoylbenzofuran",1118,good,english,,ChEBI
Amiodarona,1118,good,spanish,inn,
Amiodarone,1118,good,english,inn/usan,UNII
Amiodaronum,1118,good,latin,inn,
Diazossido,1119,good,italian,dcit,ChEBI
Diazoxide,1119,good,english,inn/jan/usan/usp,ChEBI
Diazoxido,1119,good,spanish,inn,ChemIDplus
Diazoxidum,1119,good,latin,inn,ChEBI
1-(3-azabicyclo(3.3.0)oct-3-yl)-3-(p-tolylsulfonyl)urea,1120,good,english,,ChEBI (ChemIDplus)
1-(hexahydrocyclopenta(c)pyrrol-2(1H)-yl)-3-(p-tolylsulfonyl)urea,1120,good,english,,ChEBI (ChemIDplus)
Gliclazida,1120,good,spanish,inn,
Gliclazide,1120,good,english,inn/ban/jan/dcf,UNII
Gliclazidum,1120,good,latin,inn,
Phenacemide,1121,good,english,inn/jan,UNII
Ambenonium,1122,good,english,,ChEBI
Ambenonium base,1122,good,english,,ChEBI
Ambenonum,1122,good,english,,ChEBI (ChemIDplus)
"2,8-Diaminoacridine",1123,good,english,,
"3,6-acridinediamine",1123,good,english,,
"3,6-diaminoacridine",1123,good,english,,
Diaminoacridine,1123,good,english,,
Proflavin,1123,good,english,,
Proflavina,1123,good,spanish,inn,ChemIDplus
Proflavine,1123,good,english/french,inn,ChEBI
Proflavinum,1123,good,latin,inn,ChEBI
1-Butyl-3-(p-methylphenylsulfonyl)urea,1124,good,english,,ChEBI
1-Butyl-3-(p-tolylsulfonyl)urea,1124,good,english,,ChEBI
1-Butyl-3-tosylurea,1124,good,english,,
1-p-Toluenesulfonyl-3-butylurea,1124,good,english,,ChEBI
3-(p-Tolyl-4-sulfonyl)-1-butylurea,1124,good,english,,ChEBI
N-(4-Methylbenzenesulfonyl)-N'-butylurea,1124,good,english,,ChEBI
N-(4-Methylphenylsulfonyl)-N'-butylurea,1124,good,english,,ChEBI
N-(p-Methylbenzenesulfonyl)-N'-butylurea,1124,good,english,,ChEBI
N-(Sulfonyl-p-methylbenzene)-N'-N-butylurea,1124,good,english,,ChEBI
N-Butyl-N'-(4-methylphenylsulfonyl)urea,1124,good,english,,ChEBI
N-Butyl-N'-(p-tolylsulfonyl)urea,1124,good,english,,
N-Butyl-N'-p-toluenesulfonylurea,1124,good,english,,ChEBI
N-n-Butyl-N'-tosylurea,1124,good,english,,ChEBI
Tolbutamida,1124,good,spanish,inn,ChemIDplus
Tolbutamide,1124,good,english,inn/usp,ChEBI
Tolbutamidum,1124,good,latin,inn,ChEBI
Tolylsulfonylbutylurea,1124,good,english,,ChEBI
"2-(4-Methoxyphenyl)-1H-indene-1,3(2H)-dione",1125,good,english,,ChEBI
"2-(4-Methoxyphenyl)indan-1,3-dione",1125,good,english,,ChEBI
"2-(p-Methoxyphenyl)-1,3-indandione",1125,good,english,,ChEBI
"2-(p-Methoxyphenyl)indane-1,3-dione",1125,good,english,,ChEBI
"2-p-Anisyl-1,3-indandione",1125,good,english,,ChEBI
"2-para-Anisyl-1,3-indandione",1125,good,english,,ChEBI
Anisin indandione,1125,good,english,,ChEBI (DrugBank)
Anisindiona,1125,good,spanish,inn,ChemIDplus
Anisindione,1125,good,english,inn,UNII
Anisindionum,1125,good,latin,inn,ChEBI
"(5α,17β)-N-(2,5-bis(trifluoromethyl)phenyl)-3-oxo-4-azaandrost-1-ene-17-carboxamide",1126,good,english,,ChEBI
Dutasterida,1126,good,spanish,,
Dutasteride,1126,good,english,inn/jan/usan,UNII
"α,α,α,α',α',α'-hexafluoro-3-oxo-4-aza-5α-androst-1-ene-17β-carboxy-2',5'-xylidide",1126,good,english,,ChEBI
(+-)-Econazole,1127,good,english,,ChEBI
Econazol,1127,good,spanish,inn,
Econazole,1127,good,english,inn/usan,ChEBI
Bicalutamida,1128,good,spanish,,
Bicalutamide,1128,good,english/french,inn/jan/usan/usp,UNII
Bicalutamidum,1128,good,latin,,
Clofezone,1129,good,english,,ChEBI (ChemIDplus)
Rabeprazole,1129,good,english,inn,ChEBI
Prednicarbate,1130,good,english,inn/usan/usp,UNII
Prednicarbato,1130,good,spanish,,
1-(p-Chlorophenyl)-5-isopropylbiguanide,1131,good,english,,ChEBI
Chlorguanide,1131,good,english,,ChEBI
Chloroguanide,1131,good,english,,ChEBI
Proguanil,1131,good,english,inn/ban,UNII
Proguanile,1131,good,italian,dcit,
Proguanilo,1131,good,spanish,,
Proguanilum,1131,good,latin,inn,ChEBI
"(±)-5-((4-(2-(5-ethyl-2-pyridinyl)ethoxy)phenyl)methyl)-2,4-thiazolidinedione",1132,good,english,,ChEBI
"5-{4-[2-(5-ethylpyridin-2-yl)ethoxy]benzyl}-1,3-thiazolidine-2,4-dione",1132,good,english,iupac,
Pioglitazona,1132,good,spanish,inn,ChEBI (ChemIDplus)
Pioglitazone,1132,good,english,inn/ban,ChEBI (ChemIDplus)
Pioglitazonum,1132,good,latin,inn,ChEBI (ChemIDplus)
Acide tiludronique,1133,good,french,inn,
Acido tiludronico,1133,good,spanish,inn,
Acidum tiludronicum,1133,good,latin,inn,
Tiludronate,1133,good,english,,
Tiludronic acid,1133,good,english,inn,UNII
11-deoxycorticosterone pivalate,1134,good,english,,
Deoxycorticosterone pivalate,1134,good,english,,
Deoxycorticosterone trimethylacetate,1134,good,english,,
Deoxycortone pivalate,1134,good,english,,
Deoxycortone trimethylacetate,1134,good,english,,
Desoxycorticosterone pivalate,1134,good,english,usp,UNII
Desoxycorticosterone trimethylacetate,1134,good,english,,
Desoxycortone pivalate,1134,good,english,,
DOCP,1134,good,english,,
DTMA,1134,good,english,,
(+-)-1-(Carbazol-4-yloxy)-3-((2-(o-methoxyphenoxy)ethyl)amino)-2-propanol,1136,good,english,,ChEBI
Carvédilol,1136,good,french,inn,
Carvedilol,1136,good,english/spanish,inn/jan/usan/usp,WHO MedNet
Carvedilolum,1136,good,latin,inn,ChEBI (WHO MedNet)
(-)-Ofloxacin,1137,good,english,,ChEBI
"(3S)-(-)-9-fluoro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-2,3-dihydro-7H-pyrido[1,2,3-de][1,4]benzoxazine-6-carboxylic acid",1137,good,english,,ChEBI
"(S)-(-)-9-fluoro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-2,3-dihydro-7H-pyrido[1,2,3-de][1,4]benzooxazine-6-carboxylic acid",1137,good,english,,ChEBI
"(S)-9-Fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido(1,2,3-de)-1,4-benzoxazine-6-carboxylic acid",1137,good,english,,ChEBI
(S)-Ofloxacin,1137,good,english,,ChEBI
L-Ofloxacin,1137,good,english,,
Levofloxacin,1137,good,english,inn,UNII
Levofloxacin anhydrous,1137,good,english,,
Levofloxacine,1137,good,french,,ChEBI
Levofloxacino,1137,good,spanish,,ChEBI
Levofloxacinum,1137,good,latin,,ChEBI
Ofloxacin S-(-)-form,1137,good,english,,ChEBI
"1,2-Diphenyl-3,5-dioxo-4-(2-phenylsulfinylethyl)pyrazolidine",1138,good,english,,ChEBI
"1,2-Diphenyl-4-(2'-phenylsulfinethyl)-3,5-pyrazolidinedione",1138,good,english,,ChEBI
"4-(2-Benzenesulfinylethyl)-1,2-diphenylpyrazolidine-3,5-dione",1138,good,english,,ChEBI
Sulfinpyrazone,1138,good,english,inn/jan/usp,UNII
Sulfoxyphenylpyrazolidine,1138,good,english,,ChEBI (KEGG COMPOUND)
Sulphinpyrazone,1138,good,english,,
"(6R,7R)-3-(acetoxymethyl)-8-oxo-7-{[(pyridin-4-ylsulfanyl)acetyl]amino}-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",1139,good,english,,ChEBI
Cefapirin,1139,good,english,inn/ban,ChEBI
Cefapirina,1139,good,spanish,inn,
Cefapirine,1139,good,french,inn,
Cefapirinum,1139,good,latin,inn,
Cefaprin,1139,good,english,,ChEBI
Cephapirin,1139,good,english,,
Cephapirine,1139,good,english,,
CEPR,1139,good,english,,ChEBI
CDX,1140,good,english,,ChEBI (KEGG DRUG)
Cefadroxil,1140,good,english,inn/jan,UNII
Cefadroxil anhydrous,1140,good,english,,ChEBI
Cefadroxilo,1140,good,spanish,inn,ChEBI
Cefadroxilum,1140,good,latin,inn,ChEBI
Cephadroxil,1140,good,english,,ChEBI
D-Cefadroxil,1140,good,english,,ChEBI
Micafungin,1141,good,english,inn/jan,UNII
Micafungina,1141,good,spanish,,
Doxepin,1142,good,english,inn/ban,ChEMBL
Doxepina,1142,good,spanish,,
Doxepinum,1142,good,latin,inn,
Amifostina,1143,good,spanish,inn,ChEBI
Amifostine,1143,good,english,inn/jan,UNII
Amifostine anhydrous,1143,good,english,,
Amifostinum,1143,good,latin,inn,ChEBI
Aminopropylaminoethyl thiophosphate,1143,good,english,,
"1,3-disulfamoyl-4,5-dichlorobenzene",1144,good,english,,
"1,3-disulfamyl-4,5-dichlorobenzene",1144,good,english,,ChEBI
"3,4-dichloro-5-sulfamylbenzenesulfonamide",1144,good,english,,ChEBI
"4,5-dichloro-1,3-benzenedisulfonamide",1144,good,english,,ChEBI
"4,5-dichloro-1,3-disulfamoylbenzene",1144,good,english,,
"4,5-dichloro-benzene-1,3-disulfonic acid diamide",1144,good,english,,ChEBI
"4,5-dichloro-m-benzenedisulfonamide",1144,good,english,,
"4,5-dichlorobenzene-1,3-disulfonamide",1144,good,english,iupac,ChEBI
Dichlofenamide,1144,good,english,inn,ChEBI (ChEBI)
Dichlorophenamide,1144,good,english,,ChEBI (ChEMBL)
Dichlorphenamide,1144,good,english,,ChEBI (ChEMBL)
Diclofenamida,1144,good,spanish,inn,ChEBI (ChemIDplus)
Diclofenamide,1144,good,english,inn/jan,ChEBI
Diclofenamidum,1144,good,latin,inn,ChEBI (ChemIDplus)
Aldesulfone,1145,good,english,,
Aldesulphone,1145,good,english,,ChEMBL
1-methyl-4-hydroxypiperidine benzhydryl ether,1146,good,english,,ChEBI
1-methyl-4-piperidyl benzhydryl ether,1146,good,english,,ChEBI
4-(benzhydryloxy)-1-methylpiperidine,1146,good,english,,ChEBI
4-(benzhydryloxy)-N-methylpiperidine,1146,good,english,,ChEBI
Difenilpiralina,1146,good,spanish,inn,ChEBI
Diphenylpyralamine,1146,good,english,,ChEBI (DrugBank)
Diphenylpyraline,1146,good,english,inn,UNII
Diphenylpyralinum,1146,good,latin,inn,ChEBI
"(2S,5R,6R)-6-({[3-(2-chlorophenyl)-5-methylisoxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",1147,good,english,,ChEBI
(3-(o-chlorophenyl)-5-methyl-4-isoxazolyl)penicillin,1147,good,english,,ChEBI
6-(3-(o-chlorophenyl)-5-methyl-4-isoxazolecarboxamido)penicillanic acid,1147,good,english,,ChEBI
Cloxacilina,1147,good,spanish,inn,ChemIDplus
Cloxacillin,1147,good,english,inn,UNII
Cloxacilline,1147,good,french,inn,ChEBI
Cloxacillinum,1147,good,latin,inn,ChEBI
2-(1-piperidinyl)ethyl 3-methyl-4-oxo-2-phenyl-4H-chromene-8-carboxylate,1148,good,english,,ChEBI
2-piperidinoethyl 3-methyl-4-oxo-2-phenyl-4H-1-benzopyran-8-carboxylate,1148,good,english,,ChEBI
2-piperidinoethyl 3-methylflavone-8-carboxylate,1148,good,english,,ChEBI
Flavoxate,1148,good,english,inn,ChEBI
Flavoxato,1148,good,spanish,inn,ChemIDplus
Flavoxatum,1148,good,latin,inn,ChEBI
β-piperidinoethyl 3-methylflavone-8-carboxylate,1148,good,english,,ChEBI
"1-(3-(4-(m-Chlorophenyl)-1-piperazinyl)propyl)-3-ethyl-4-(2-phenoxyethyl)-delta2-1,2,4-triazolin-5-one",1149,good,english,,ChEBI
Nefazodona,1149,good,spanish,inn,ChEBI (WHO MedNet)
Nefazodone,1149,good,english,inn,ChEBI
Nefazodonum,1149,good,latin,inn,ChEBI (WHO MedNet)
Cefprozil,1150,good,english,inn,
Cefprozil anhydrous,1150,good,english,,ChEBI (KEGG COMPOUND)
Cefprozilo,1150,good,spanish,inn,ChEBI (ChemIDplus)
Cefprozilum,1150,good,latin,inn,ChEBI (ChemIDplus)
5-(gamma-methylaminopropyl)iminodibenzyl,1151,good,english,,ChEBI
5-(γ-methylaminopropyl)iminodibenzyl,1151,good,english,,
Déméthylimipramine,1151,good,french,,ChEBI (ChemIDplus)
Desipramin,1151,good,german,,ChEBI (ChemIDplus)
Desipramina,1151,good,spanish,inn,ChEBI
Desipramine,1151,good,english,inn,ChEBI
Désipramine,1151,good,french,inn,
Desipraminum,1151,good,latin,inn,ChEBI
Desmethylimipramine,1151,good,english,,ChEBI (NIST Chemistry WebBook)
DMI,1151,good,english,,ChEBI (ChemIDplus)
Monodemethylimipramine,1151,good,english,,ChEBI (ChemIDplus)
N-(3-methylaminopropyl)iminobibenzyl,1151,good,english,,ChEBI (ChemIDplus)
Norimipramine,1151,good,english,,ChEBI (NIST Chemistry WebBook)
Candicidin,1152,good,english,inn/ban/usan/usp,UNII
Candicidina,1152,good,spanish,inn,
Candicidine,1152,good,french,inn,
Candicidinum,1152,good,latin,inn,
Candizidin,1152,good,german,,
Levorin,1152,good,english,,
Levorina,1152,good,spanish,,
Levorine,1152,good,french,,
Levorinum,1152,good,latin,,
Sertaconazol,1153,good,spanish,,
Sertaconazole,1153,good,english,inn/ban,ChEMBL
Sertaconazolum,1153,good,latin,,
5-Allyl-5-(1-methylbutyl)-2-thiobarbituric acid,1154,good,english,,ChEBI
"5-allyl-5-(1-methylbutyl)-2-thioxodihydro-4,6(1H,5H)-pyrimidinedione",1154,good,english,,ChEBI
"5-allyl-5-(1-methylbutyl)-2-thioxodihydropyrimidine-4,6(1H,5H)-dione",1154,good,english,,ChEBI
"dihydro-5-(1-methylbutyl)-5-(2-propenyl)-2-thioxo-4,6(1H,5H)-pyrimidinedione",1154,good,english,,ChEBI
Thiamylal,1154,good,english,usp,ChEBI
Gemifloxacin,1155,good,english,inn,UNII
Amfebutamone,1156,good,english,,
Bupropion,1156,good,english,inn,UNII
Trimetrexate,1157,good,english,inn/usan,UNII
Trimetrexato,1157,good,spanish,inn,
Trimetrexatum,1157,good,latin,inn,
(2-bromobenzyl)ethyldimethylaminium,1158,good,english,,ChEBI
"2-bromo-N-ethyl-N,N-dimethylbenzenemethanaminium",1158,good,english,,ChEBI
Bretylium,1158,good,english,,
"N-ethyl-N,N-dimethyl-2-bromobenzenemethanaminium",1158,good,english,,ChEBI
"1-bromo-1-chloro-2,2,2-trifluoroethane",1159,good,english,,ChEBI
"1,1,1-trifluoro-2-bromo-2-chloroethane",1159,good,english,,ChEBI
"1,1,1-trifluoro-2-chloro-2-bromoethane",1159,good,english,,ChEBI
"2-bromo-2-chloro-1,1,1-trifluoroethane",1159,good,english,iupac,ChEBI (NIST Chemistry WebBook)
"2,2,2-trifluoro-1-chloro-1-bromoethane",1159,good,english,,ChEBI
Alotano,1159,good,italian,dcit,
Bromochlorotrifluoroethane,1159,good,english,,ChEBI (NIST Chemistry WebBook)
Halotano,1159,good,spanish,inn,
Halothane,1159,good,english,inn/ban/jan/usp,ChEBI
Halothanum,1159,good,latin,inn,
Dinoprost trometamol,1160,good,english,,
Dinoprost tromethamine,1160,good,english,jan/usan/usp,UNII
PGF2-alpha THAM,1160,good,english,,
PGF2A THAM,1160,good,english,,
PGF2alpha THAM,1160,good,english,,
Prostaglandin F2-alpha THAM,1160,good,english,,
Prostaglandin F2a tromethamine,1160,good,english,,
Prostaglandin F2alpha tham,1160,good,english,,
Prostin F2 Alpha,1160,good,english,,
2-chloroprocaine,1161,good,english,,ChEBI
4-amino-2-chlorobenzoic acid 2-(diethylamino)ethyl ester,1161,good,english,,ChEBI
Chloroprocain,1161,good,english,,ChEBI (DrugBank)
Chloroprocaine,1161,good,english,inn,ChEBI
Chloroprocainum,1161,good,latin,inn,ChEBI
Chlorprocaine,1161,good,english,,
Cloroprocaina,1161,good,spanish,inn,ChemIDplus
"1-(4-Amino-6,7-dimethoxy-2-quinazolinyl)-4-((tetrahydro-2-furanyl)carbonyl)piperazine",1162,good,english,,ChEBI
Terazosin,1162,good,english,inn,UNII
Terazosina,1162,good,spanish,inn,ChEBI (WHO MedNet)
Terazosine,1162,good,english,,
Térazosine,1162,good,french,inn,ChEBI (WHO MedNet)
Terazosinum,1162,good,latin,inn,ChEBI (WHO MedNet)
Amdinocillin,1163,good,english,usan,UNII
Mecilinamo,1163,good,spanish,inn,ChemIDplus
Mecillinam,1163,good,english,inn,ChEBI (ChemIDplus)
Mecillinamum,1163,good,latin,inn,
Penicillin HX,1163,good,english,,ChEBI (ChemIDplus)
Calcio cloruro,1164,good,spanish,,
Calcium chloride anhydrous,1164,good,english,,ChEBI
"Calcium chloride, anhydrous",1164,good,english,,
calcium(2+) chloride,1164,good,english,,
"8-Fluoro-3-methyl-9-(4-methyl-piperazin-1-yl)-6-oxo-2,3-dihydro-6H-1-oxa-3a-aza-phenalene-5-carboxylic acid",1165,good,english,,ChEBI
Ofloxacin,1165,good,english,inn/jan/usan/usp,UNII
Ofloxacine,1165,good,french,inn,ChEBI
Ofloxacino,1165,good,spanish,inn,ChEBI
Ofloxacinum,1165,good,latin,inn,ChEBI
OFLX,1165,good,english,,
"3,4-dihydro-6-(4-(1-cyclohexyl-1H-tetrazol-5-yl)butoxy)-2(1H)-quinolinone",1166,good,english,,ChEBI
"6-(4-(1-cyclohexyl-1H-tetrazol-5-yl)butoxy)-3,4-dihydro-2(1H)-quinolinone",1166,good,english,,ChEBI
"6-(4-(1-cyclohexyl-1H-tetrazol-5-yl)butoxy)-3,4-dihydrocarbostyril",1166,good,english,,ChEBI
"6-[4-(1-Cyclohexyl-1H-tetrazol-5-yl)-butoxy]-3,4-dihydro-1H-quinolin-2-one",1166,good,english,,ChEBI
Cilostazol,1166,good,english,inn/jan/usan/usp,UNII
Cilostazole,1166,good,english,,
Cilostazolum,1166,good,latin,inn,ChEBI (ChemIDplus)
Itraconazol,1167,good,spanish,,
Itraconazole,1167,good,english,inn/jan/usan/usp,UNII
Itraconazolum,1167,good,latin,,
Oriconazole,1167,good,english,,ChEBI
1-Methyl-2-(p-(isopropylcarbamoyl)benzyl)hydrazine,1168,good,english,,ChEBI
2-(p-Isopropylcarbamoylbenzyl)-1-methylhydrazine,1168,good,english,,ChEBI
4-((2-Methylhydrazino)methyl)-N-isopropylbenzamide,1168,good,english,,ChEBI
N-(1-Methylethyl)-4-((2-methylhydrazino)methyl)benzamide,1168,good,english,,ChEBI
N-4-Isopropylcarbamoylbenzyl-N'-methylhydrazine,1168,good,english,,ChEBI
N-isopropyl-4-[(2-methylhydrazino)methyl]benzamide,1168,good,english,,ChEBI
N-Isopropyl-p-(2-methylhydrazinomethyl)-benzamide,1168,good,english,,ChEBI
N-Isopropyl-α-(2-methylhydrazino)-p-toluamide,1168,good,english,,
p-(2-Methylhydrazinomethyl)-N-isopropylbenzamide,1168,good,english,,ChEBI
Procarbazin,1168,good,german,,
Procarbazina,1168,good,spanish,inn,
Procarbazine,1168,good,english,inn,UNII
Procarbazinum,1168,good,latin,inn,
Acide Arsenieux,1169,good,french,,
Anhydride Arsenieux,1169,good,french,,
Arsenic Blanc,1169,good,french,,
Arsenic oxide,1169,good,english,,
Arsenic trioxide,1169,good,english,jan/usan,UNII
Arsenic(III) oxide,1169,good,english,,
arsénico trióxido,1169,good,spanish,,
Arsenigen Saure,1169,good,german,,
Arsenolite,1169,good,english,,
Arsenous oxide,1169,good,english,,
Arsenous oxide anhydride,1169,good,english,,
Diarsenic oxide,1169,good,english,,
Diarsenic trioxide,1169,good,english,,
White arsenic,1169,good,english,,
(2-(hexahydro-1(2h)-azocinyl)ethyl)guanidine,1170,good,english,,
(2-(Octahydro-1-azocinyl)ethyl)guanidine,1170,good,english,,
"2-(1-N,N-Heptamethyleneimino)ethylguanidine",1170,good,english,,
2-(1'-Azacyclooctyl)ethylguanidine,1170,good,english,,
"Azocine, 1-(2-guanidinoethyl)octahydro-",1170,good,english,,ChEBI
